userid,coffeeid,Stars,created_date,body,sour,sweet,bitter,caf,blend,single,지속가능성_0,지속가능성_공정무역,지속가능성_유기농,지속가능성_직접무역,로스팅 포인트_다크,로스팅 포인트_라이트,로스팅 포인트_라이트미디엄,로스팅 포인트_미디엄,로스팅 포인트_미디엄다크,꽃,과일,허브,달콤함,고소함,향료,초콜릿,Caffeine,CoffeeType,CupNoteCategories,Body,Sourness,Sweetness,Bitterness
24,256,4,2023-11-16 04:25:30.150938,5,3,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['과일', '초콜릿', '고소함']",3,3,2,3
24,296,4,2023-11-16 04:25:30.155932,3,2,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['과일', '초콜릿', '고소함']",3,3,2,3
24,547,4,2023-11-16 04:25:30.159931,3,1,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['과일', '초콜릿', '고소함']",3,3,2,3
25,329,3,2023-11-16 03:38:53.930628,5,1,5,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,['꽃'],3,2,2,2
25,184,3,2023-11-16 03:38:53.915285,2,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,['꽃'],3,2,2,2
25,404,3,2023-11-16 03:38:53.934148,3,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,['꽃'],3,2,2,2
25,267,3,2023-11-16 03:38:53.922012,4,3,4,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,['꽃'],3,2,2,2
25,549,3,2023-11-16 03:38:53.939215,5,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,['꽃'],3,2,2,2
25,179,3,2023-11-16 03:38:53.911464,2,3,4,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,['꽃'],3,2,2,2
25,207,5,2023-11-16 03:38:53.918740,4,1,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,['꽃'],3,2,2,2
25,304,3,2023-11-16 03:38:53.923686,4,1,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,['꽃'],3,2,2,2
25,318,3,2023-11-16 03:38:53.927141,3,4,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,['꽃'],3,2,2,2
25,413,3,2023-11-16 03:38:53.935870,3,3,3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,['꽃'],3,2,2,2
36,144,2,2023-11-16 07:08:04.424882,4,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,['초콜릿'],5,1,5,5
36,538,2,2023-11-16 07:08:04.456507,3,3,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['초콜릿'],5,1,5,5
36,54,4,2023-11-16 07:08:04.417590,3,3,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,['초콜릿'],5,1,5,5
36,470,4,2023-11-16 07:08:04.438656,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['초콜릿'],5,1,5,5
36,283,2,2023-11-16 07:08:04.428315,4,1,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['초콜릿'],5,1,5,5
36,67,1,2023-11-16 07:08:04.421386,3,4,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,['초콜릿'],5,1,5,5
36,327,4,2023-11-16 07:08:04.431764,1,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['초콜릿'],5,1,5,5
36,370,2,2023-11-16 07:08:04.435200,3,3,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['초콜릿'],5,1,5,5
36,521,2,2023-11-16 07:08:04.442035,4,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['초콜릿'],5,1,5,5
36,532,2,2023-11-16 07:08:04.451046,3,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['초콜릿'],5,1,5,5
35,223,2,2023-11-16 06:53:46.931823,4,2,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['달콤함', '고소함']",3,2,3,2
35,65,3,2023-11-16 06:53:46.917208,3,4,3,2,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"['달콤함', '고소함']",3,2,3,2
35,221,4,2023-11-16 06:53:46.928421,3,4,5,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['달콤함', '고소함']",3,2,3,2
35,55,5,2023-11-16 06:53:46.910804,4,2,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"['달콤함', '고소함']",3,2,3,2
35,86,4,2023-11-16 06:53:46.920458,5,1,5,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['달콤함', '고소함']",3,2,3,2
35,98,2,2023-11-16 06:53:46.925002,4,1,3,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,"['달콤함', '고소함']",3,2,3,2
35,282,4,2023-11-16 06:53:46.935107,4,3,4,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['달콤함', '고소함']",3,2,3,2
35,367,2,2023-11-16 06:53:46.938406,4,1,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['달콤함', '고소함']",3,2,3,2
35,418,3,2023-11-16 06:53:46.941779,4,1,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['달콤함', '고소함']",3,2,3,2
35,527,2,2023-11-16 06:53:46.943486,3,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['달콤함', '고소함']",3,2,3,2
33,99,5,2023-11-16 05:59:21.800013,3,3,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
33,379,1,2023-11-16 05:59:21.824569,3,4,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
33,191,1,2023-11-16 05:59:21.805467,3,2,5,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
33,501,5,2023-11-16 05:59:21.828267,4,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
33,39,5,2023-11-16 05:59:21.786321,3,2,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
33,50,1,2023-11-16 05:59:21.793893,3,3,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
33,217,5,2023-11-16 05:59:21.812613,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
33,263,5,2023-11-16 05:59:21.816589,5,1,4,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
33,293,5,2023-11-16 05:59:21.820025,3,3,4,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
33,539,1,2023-11-16 05:59:21.831835,4,3,4,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['꽃', '과일', '초콜릿', '달콤함']",2,3,3,3
20,62,5,2023-11-16 02:06:22.692698,5,3,5,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
20,219,3,2023-11-16 02:06:22.701641,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
20,238,5,2023-11-16 02:06:22.706233,4,2,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
20,44,5,2023-11-16 02:06:22.689074,4,3,5,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
20,174,2,2023-11-16 02:06:22.695546,2,2,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
20,198,3,2023-11-16 02:06:22.698737,2,2,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
20,234,5,2023-11-16 02:06:22.703154,4,2,5,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
20,257,2,2023-11-16 02:06:22.709390,2,4,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
20,478,2,2023-11-16 02:06:22.711120,3,4,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
20,519,5,2023-11-16 02:06:22.714492,4,2,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"['꽃', '초콜릿', '향료', '달콤함']",4,4,5,3
15,355,1,2023-11-16 01:48:42.427119,3,2,4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,['고소함'],3,1,1,3
15,54,3,2023-11-16 01:48:42.404870,3,3,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,['고소함'],3,1,1,3
15,91,2,2023-11-16 01:48:42.408741,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,['고소함'],3,1,1,3
15,121,4,2023-11-16 01:48:42.412218,3,3,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,['고소함'],3,1,1,3
15,219,1,2023-11-16 01:48:42.419088,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['고소함'],3,1,1,3
15,264,3,2023-11-16 01:48:42.422893,4,4,4,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['고소함'],3,1,1,3
15,457,4,2023-11-16 01:48:42.431138,4,3,4,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,['고소함'],3,1,1,3
15,496,4,2023-11-16 01:48:42.440750,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,['고소함'],3,1,1,3
15,544,4,2023-11-16 01:48:42.447341,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['고소함'],3,1,1,3
15,550,4,2023-11-16 01:48:42.453796,3,3,3,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['고소함'],3,1,1,3
19,429,3,2023-11-16 02:05:49.735767,3,4,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,2,4
19,70,4,2023-11-16 02:05:49.712228,4,3,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,['고소함'],5,2,2,4
19,229,3,2023-11-16 02:05:49.715840,3,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],5,2,2,4
19,238,2,2023-11-16 02:05:49.719309,4,2,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],5,2,2,4
19,307,4,2023-11-16 02:05:49.723408,4,1,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],5,2,2,4
19,354,2,2023-11-16 02:05:49.726758,3,4,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,2,4
19,358,3,2023-11-16 02:05:49.730435,3,3,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,2,4
19,394,2,2023-11-16 02:05:49.733961,3,4,4,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,2,4
19,470,3,2023-11-16 02:05:49.739615,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,2,4
19,555,4,2023-11-16 02:05:49.745517,4,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],5,2,2,4
16,459,1,2023-11-16 01:52:17.249760,3,3,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
16,551,4,2023-11-16 01:52:17.251548,3,3,3,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
16,54,2,2023-11-16 01:52:17.229927,3,3,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
16,4,4,2023-11-16 01:52:17.222190,2,4,4,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
16,9,1,2023-11-16 01:52:17.225840,4,1,5,4,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
16,164,5,2023-11-16 01:52:17.231689,3,2,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
16,200,4,2023-11-16 01:52:17.235215,2,2,4,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
16,268,1,2023-11-16 01:52:17.238412,2,3,5,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
16,270,5,2023-11-16 01:52:17.242079,3,3,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
16,369,2,2023-11-16 01:52:17.245740,4,1,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['과일', '초콜릿', '달콤함']",2,1,5,4
44,459,1,2023-11-16 19:43:03.546535,3,3,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"['초콜릿', '고소함']",5,1,1,5
44,173,5,2023-11-16 19:43:03.528649,5,1,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"['초콜릿', '고소함']",5,1,1,5
44,471,1,2023-11-16 19:43:03.550015,4,3,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['초콜릿', '고소함']",5,1,1,5
44,24,1,2023-11-16 19:43:03.519562,3,4,4,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,"['초콜릿', '고소함']",5,1,1,5
44,129,5,2023-11-16 19:43:03.525200,3,2,3,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,"['초콜릿', '고소함']",5,1,1,5
44,322,1,2023-11-16 19:43:03.532496,3,4,5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['초콜릿', '고소함']",5,1,1,5
44,343,1,2023-11-16 19:43:03.536084,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['초콜릿', '고소함']",5,1,1,5
44,417,1,2023-11-16 19:43:03.539636,3,4,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,"['초콜릿', '고소함']",5,1,1,5
44,444,1,2023-11-16 19:43:03.543125,2,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['초콜릿', '고소함']",5,1,1,5
44,533,1,2023-11-16 19:43:03.554358,4,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['초콜릿', '고소함']",5,1,1,5
39,112,4,2023-11-16 09:00:25.113007,5,2,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,229,4,2023-11-16 09:00:25.120648,3,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,426,5,2023-11-16 09:00:25.138546,3,4,4,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,296,5,2023-11-16 09:00:25.129000,3,2,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,240,4,2023-11-16 09:00:25.124991,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,98,2,2023-11-16 09:00:25.108745,4,1,3,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,1,5,2023-11-16 09:00:25.104626,4,2,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,132,4,2023-11-16 09:00:25.116933,4,2,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,353,3,2023-11-16 09:00:25.134331,4,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,552,5,2023-11-16 09:00:25.142157,3,4,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
37,229,2,2023-11-16 07:38:12.523826,3,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,217,2,2023-11-16 07:38:12.518581,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,30,2,2023-11-16 07:38:12.501477,3,3,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,71,5,2023-11-16 07:38:12.507751,5,1,5,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,78,5,2023-11-16 07:38:12.511087,4,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,96,4,2023-11-16 07:38:12.514481,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,218,3,2023-11-16 07:38:12.522002,4,1,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,236,1,2023-11-16 07:38:12.527460,2,4,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,319,2,2023-11-16 07:38:12.531086,2,4,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,488,3,2023-11-16 07:38:12.534627,3,2,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
